بازیچۂ اطفال
طرف وا
وا ہو
ہو بہ
بہ کف
کف دامانِ
دامانِ صحرا
صحرا ہے
اسد یاسِ
یاسِ تمنا
تمنا سے
سے نہ
نہ رکھ
رکھ امیدِ
امیدِ آزادی
گدازِ ہر
ہر تمنا
تمنا آبیارِ
آبیارِ صد
صد تمنا
تمنا ہے
تمثالِ جلوہ
جلوہ عرض
عرض کر
کر اے
اے حسن
حسن کب
کب تلک
آئینۂ خیال
خیال کو
کو دیکھا
دیکھا کرے
کرے کوئی
عرضِ سر
سر شک
شک پر
پر ہے
ہے فضائے
فضائے زمانہ
زمانہ تنگ
صحرا کہاں
کہاں کہ
کہ دعوتِ
دعوتِ دریا
دریا کرے
کرے کوئی
وہ شوخ
شوخ اپنے
اپنے حسن
حسن پہ
پہ مغرور
مغرور ہے
ہے اسد
دکھلا کے
کے اس
اس کو
کو آئینہ
آئینہ توڑا
توڑا کرے
کرے کوئی
شمع ہوں
ہوں لیکن
لیکن بہ
بہ پا
پا در
در رفتہ
رفتہ خارِ
خارِ جستجو
مدعا گم
گم کردہ
کردہ ہر
ہر سو
سو ہر
ہر طرف
طرف جلتا
جلتا ہوں
ہوں میں
ہے تماشا
تماشا گاہِ
گاہِ سوزِ
سوزِ ناز
ناز ہر
ہر یک
یک عضوِ
عضوِ تن
جوں چراغانِ
چراغانِ دوالی
دوالی صف
صف بہ
بہ صف
صف جلتا
جلتا ہوں
ہوں میں
شمع ہوں
ہوں تو
تو بزم
بزم میں
میں جا
جا پاؤں
پاؤں غالب
غالب کی
کی طرح
بے محل
محل اے
اے مجلس
مجلس آرائے
آرائے نجف
نجف جلتا
جلتا ہوں
ہوں میں
رشک ہے
ہے آسایشِ
آسایشِ اربابِ
اربابِ غفلت
غفلت پر
پر اسد
پیچ تابِ
تابِ دل
دل نصیبِ
نصیبِ خاطرِ
خاطرِ آگاہ
آگاہ ہے
خانمانِ جبریانِ
جبریانِ غافل
غافل از
از معنی
معنی خراب
جب ہوئے
ہوئے ہم
ہم بے
بے گنہ
گنہ رحمت
رحمت کی
کی کیا
کیا تفصیر
تفصیر ہے
آب ہو
ہو جاتے
جاتے ہیں
ہیں ننگِ
ننگِ ہمتِ
ہمتِ باطل
باطل سے
سے مرد
اشک پیدا
پیدا کر
کر اسد
اسد گر
گر آہِ
آہِ بے
بے تاثیر
تاثیر ہے
خیال سادگی
سادگی ہائے
ہائے تصور
تصور نقشِ
نقشِ حیرت
حیرت ہے
پرِ عنقا
عنقا پہ
پہ رنگِ
رنگِ رفتہ
رفتہ سے
سے کھینچی
کھینچی ہیں
ہیں تصویریں
ہجومِ سادہ
سادہ لوحی
لوحی پنبۂ
پنبۂ گوشِ
گوشِ حریفاں
حریفاں ہے
وگرنہ خواب
خواب کی
کی مضمر
مضمر ہیں
ہیں افسانے
افسانے میں
میں تعبیریں
اسد طرزِ
طرزِ عروجِ
عروجِ اضطرابِ
اضطرابِ دل
دل کو
کو کیا
کیا کہیے
سمجھتا ہوں
ہوں تپش
تپش کو
کو الفتِ
الفتِ قاتل
قاتل کی
کی تاثیریں
ہے وطن
وطن سے
سے باہر
باہر اہلِ
اہلِ دل
دل کی
کی قدر
قدر منزلت
عزلت آبادِ
آبادِ صدف
صدف میں
میں قیمتِ
قیمتِ گوہر
گوہر نہیں
باعثِ ایذا
ایذا ہے
ہے برہم
برہم خوردنِ
خوردنِ بزمِ
بزمِ سرور
لخت لختِ
لختِ شیشۂ
شیشۂ بشکستہ
بشکستہ جز
جز نشتر
نشتر نہیں
آرزوئے خانہ
خانہ آبادی
آبادی نے
نے ویراں
ویراں تر
تر کیا
کیا کروں
کروں گر
گر سایۂ
سایۂ دیوارِ
دیوارِ سیلابی
سیلابی کرے
بادشاہی کا
کا جہاں
جہاں یہ
یہ حال
حال ہو
ہو غالب
غالب تو
تو پھر
کیوں نہ
نہ دلی
دلی میں
میں ہر
ہر اک
اک ناچیز
ناچیز نوّابی
نوّابی کرے
بہ رہنِ
رہنِ ضبط
ضبط ہے
ہے آئینہ
آئینہ بندیِ
بندیِ گوہر
وگرنہ بحر
بحر میں
میں ہر
ہر قطرہ
قطرہ چشمِ
چشمِ پرنم
پرنم ہے
اسد بہ
بہ نازکیِ
نازکیِ طبعِ
طبعِ آرزو
آرزو انصاف
کہ ایک
ایک وہمِ
وہمِ ضعیف
ضعیف غمِ
غمِ دوعالم
دوعالم ہے
زلفِ خیالِ
خیالِ نازک
نازک اظہارِ
اظہارِ بے
بے قرار
یارب بیانِ
بیانِ شانہ
شانہ کشِ
کشِ گفتگو
گفتگو نہ
نہ ہو
تمثالِ ناز
ناز جلوۂ
جلوۂ تیرنگِ
تیرنگِ اعتبار
ہستی عدم
عدم ہے
ہے آئینہ
آئینہ گر
گر رُو
رُو بہ
بہ رُو
رُو نہ
نہ ہو
شکوہ شکر
شکر کو
کو ثمر
ثمر بیم
بیم امید
امید کا
کا سمجھ
خانۂ آگہی
آگہی خراب
خراب دل
دل نہ
نہ سمجھ
سمجھ بلا
بلا سمجھ
گاہ بہ
بہ خلد
خلد امیدوار
امیدوار گہہ
گہہ بہ
بہ جحیم
جحیم بیم
بیم ناک
گرچہ خدا
خدا کی
کی یاد
یاد ہے
ہے کلفتِ
کلفتِ ماسوا
ماسوا سمجھ
ہے خطِ
خطِ عجز
عجز مَاو
مَاو تُو
تُو اَوّلِ
اَوّلِ درسِ
درسِ آرزو
ہے یہ
یہ سیاقِ
سیاقِ گفتگو
گفتگو کچھ
کچھ نہ
نہ سمجھ
سمجھ فنا
فنا سمجھ
نہیں کہ
کہ مجھ
مجھ کو
کو قیامت
قیامت کا
کا اعتقاد
اعتقاد نہیں
شبِ فراق
فراق سے
سے روز
روز جزا
جزا زیاد
زیاد نہیں
کوئی کہے
کہے کہ
کہ شبِ
شبِ مہ
مہ میں
میں کیا
کیا برائی
برائی ہے
بلا سے
سے آج
آج اگر
اگر دن
دن کو
کو ابر
ابر باد
باد نہیں
جو آؤں
آؤں سامنے
سامنے ان
ان کے
کے تو
تو مرحبا
مرحبا نہ
نہ کہیں
جو جاؤں
جاؤں واں
واں سے
سے کہیں
کہیں کو
کو تو
تو خیر
خیر باد
باد نہیں
کبھی جو
جو یاد
یاد بھی
بھی آتا
آتا ہوں
ہوں میں
میں تو
تو کہتے
کہتے ہیں
کہ آج
آج بزم
بزم میں
میں کچھ
کچھ فتنہ
فتنہ فساد
فساد نہیں
علاوہ عید
عید کے
کے ملتی
ملتی ہے
ہے اور
اور دن
دن بھی
بھی شراب
گدائے کوچۂ
کوچۂ میخانہ
میخانہ نامراد
نامراد نہیں
جہاں میں
میں ہو
ہو غم
غم شادی
شادی بہم
بہم ہمیں
ہمیں کیا
کیا کام
دیا ہے
ہے ہم
ہم کو
کو خدا
خدا نے
نے وہ
وہ دل
دل کہ
کہ شاد
شاد نہیں
تم ان
ان کے
کے وعدے
وعدے کا
کا ذکر
ذکر ان
ان سے
سے کیوں
کیوں کرو
کرو غالب
یہ کیا
کیا کہ
کہ تم
تم کہو
کہو اور
اور وہ
وہ کہیں
کہیں گے
گے یاد
یاد نہیں
زمانہ سخت
سخت کم
کم آزار
آزار ہے
ہے بجانِ
بجانِ اسد
وگرنہ ہم
ہم تو
تو توقع
توقع زیادہ
زیادہ رکھتے
رکھتے ہیں
نظر بہ
بہ نقص
نقص گدایاں
گدایاں کمالِ
کمالِ بے
بے ادبی
ادبی ہے
کہ خارِ
خارِ خشک
خشک کو
کو بھی
بھی دعویِ
دعویِ چمن
چمن نسبی
نسبی ہے
ہوا وصال
وصال سے
سے شوقِ
شوقِ دلِ
دلِ خریص
خریص زیادہ
لبِ قدح
قدح پہ
پہ کفِ
کفِ بادہ
بادہ جوشِ
جوشِ تشنہ
تشنہ لبی
لبی ہے
چمن میں
میں کس
کس کی
کی یہ
یہ برہم
برہم ہوئی
ہوئی ہے
ہے بزمِ
بزمِ تماشا
کہ برگ
برگ برگِ
برگِ سمن
سمن شیشہ
شیشہ ریزۂ
ریزۂ حلبی
حلبی ہے
سیہ مستی
مستی ہے
ہے اہلِ
اہلِ خاک
خاک کو
کو اَبرِ
اَبرِ بہاری
بہاری سے
زمیں جوشِ
جوشِ طرب
طرب سے
سے جامِ
جامِ لب
لب ریزِ
ریزِ سفالی
سفالی ہے
اسد مت
مت رکھ
رکھ تعجب
تعجب خر
خر دماغی
دماغی ہائے
ہائے منعم
منعم کا
کہ یہ
یہ نامرد
نامرد بھی
بھی شیر
شیر افگنِ
افگنِ میدانِ
میدانِ قالی
قالی ہے
سب کہاں
کہاں کچھ
کچھ لالہ
لالہ گل
گل میں
میں نمایاں
نمایاں ہو
ہو گئیں
خاک میں
میں کیا
کیا صورتیں
صورتیں ہوں
ہوں گی
گی کہ
کہ پنہاں
پنہاں ہو
ہو گئیں
یاد تھیں
تھیں ہم
ہم کو
کو بھی
بھی رنگا
رنگا رنگ
رنگ بزم
بزم آرائیاں
لیکن اب
اب نقش
نقش نگارِ
نگارِ طاق
طاق نسیاں
نسیاں ہو
ہو گئیں
تھیں بنات
بنات النعشِ
النعشِ گردوں
گردوں دن
دن کو
کو پردے
پردے میں
میں نہاں
شب کو
کو ان
ان کے
کے جی
جی میں
میں کیا
کیا آئی
آئی کہ
کہ عریاں
عریاں ہو
ہو گئیں
قید میں
میں یعقوب
یعقوب نے
نے لی
لی گو
گو نہ
نہ یوسف
یوسف کی
کی خبر
لیکن آنکھیں
آنکھیں روزنِ
روزنِ دیوارِ
دیوارِ زنداں
زنداں ہو
ہو گئیں
سب رقیبوں
رقیبوں سے
سے ہوں
ہوں نا
نا خوش
خوش پر
پر زنانِ
زنانِ مصر
مصر سے
ہے زلیخا
زلیخا خوش
خوش کہ
کہ محوِ
محوِ ماہِ
ماہِ کنعاں
کنعاں ہو
ہو گئیں
جوئے خوں
خوں آنکھوں
آنکھوں سے
سے بہنے
بہنے دو
دو کہ
کہ ہے
ہے شام
شام فراق
میں یہ
یہ سمجھوں
سمجھوں گا
گا کہ
کہ شمعیں
شمعیں دو
دو فروزاں
فروزاں ہو
ہو گئیں
انِ پری
پری زادوں
زادوں سے
سے لیں
لیں گے
گے خلد
خلد میں
میں ہم
ہم انتقام
قدرتِ حق
حق سے
سے یہی
یہی حوریں
حوریں اگر
اگر واں
واں ہو
ہو گئیں
نیند اس
اس کی
کی ہے
ہے دماغ
دماغ اس
اس کا
کا ہے
ہے راتیں
راتیں اس
اس کی
کی ہیں
تیری زلفیں
زلفیں جس
جس کے
کے بازو
بازو پر
پر پریشاں
پریشاں ہو
ہو گئیں
میں چمن
چمن میں
میں کیا
کیا گیا
گیا گویا
گویا دبستاں
دبستاں کھل
کھل گیا
بلبلیں سن
سن کر
کر میرے
میرے نالے
نالے غزلخواں
غزلخواں ہو
ہو گئیں
وہ نگاہیں
نگاہیں کیوں
کیوں ہوئی
ہوئی جاتی
جاتی ہیں
ہیں یا
یا رب
رب دل
دل کے
کے پار
جو میری
میری کوتاہیِ
کوتاہیِ قسمت
قسمت سے
سے مژگاں
مژگاں ہو
ہو گئیں
بس کہ
کہ روکا
روکا میں
میں نے
نے اور
اور سینہ
سینہ میں
میں ابھریں
ابھریں پے
پے بہ
بہ پے
میری آہیں
آہیں بخیۂ
بخیۂ چاکِ
چاکِ گریباں
گریباں ہو
ہو گئیں
واں گیا
گیا بھی
بھی میں
میں تو
تو ان
ان کی
کی گالیوں
گالیوں کا
کا کیا
کیا جواب
یاد تھیں
تھیں جتنی
جتنی دعائیں
دعائیں صرفِ
صرفِ درباں
درباں ہو
ہو گئیں
جاں فزا
فزا ہے
ہے بادہ
بادہ جس
جس کے
کے ہاتھ
ہاتھ میں
میں جام
جام گیا
سب لکیریں
لکیریں ہاتھ
ہاتھ کی
کی گویا
گویا رگِ
رگِ جاں
جاں ہو
ہو گئیں
ہم موّحد
موّحد ہیں
ہیں ہمارا
ہمارا کیش
کیش ہے
ہے ترکِ
ترکِ رسوم
ملتیں جب
جب مٹ
مٹ گئیں
گئیں اجزائے
اجزائے ایماں
ایماں ہو
ہو گئیں
رنج سے
سے خوگر
خوگر ہوا
ہوا انساں
انساں تو
تو مٹ
مٹ جاتا
جاتا ہے
ہے رنج
مشکلیں مجھ
مجھ پر
پر پڑیں
پڑیں اتنی
اتنی کہ
کہ آساں
آساں ہو
ہو گئیں
یوں ہی
ہی گر
گر روتا
روتا رہا
رہا غالب
غالب تو
تو اے
اے اہلِ
اہلِ جہاں
دیکھنا ان
ان بستیوں
بستیوں کو
کو تم
تم کہ
کہ ویراں
ویراں ہو
ہو گئیں
نہیں ہے
ہے زخم
زخم کوئی
کوئی بخیہ
بخیہ کے
کے درخور
درخور میرے
میرے تن
تن میں
ہوا ہے
ہے تارِ
تارِ اشکِ
اشکِ یاس
یاس رشتہ
رشتہ چشمِ
چشمِ سوزن
سوزن میں
ہوئی ہے
ہے مانعِ
مانعِ ذوقِ
ذوقِ تماشا
تماشا خانہ
خانہ ویرانی
کفِ سیلاب
سیلاب باقی
باقی ہے
ہے برنگِ
برنگِ پنبہ
پنبہ روزن
روزن میں
ودیعت خانۂ
خانۂ بیدادِ
بیدادِ کاوشہائے
کاوشہائے مژگاں
مژگاں ہوں
نگینِ نامِ
نامِ شاہد
شاہد ہے
ہے میرے
میرے قطرہ
قطرہ خوں
خوں تن
تن میں
بیاں کس
کس سے
سے ہو
ہو ظلمت
ظلمت گستری
گستری میرے
میرے شبستاں
شبستاں کی
شبِ مہ
مہ ہو
ہو جو
جو رکھ
رکھ دیں
دیں پنبہ
پنبہ دیواروں
دیواروں کے
کے روزن
روزن میں
نکوہش مانعِ
مانعِ بے
بے ربطیِ
ربطیِ شورِ
شورِ جنوں
جنوں آئی
ہوا ہے
ہے خندۂ
خندۂ احباب
احباب بخیہ
بخیہ جیب
جیب دامن
دامن میں
ہوئے اس
اس مہر
مہر وَش
وَش کے
کے جلوۂ
جلوۂ تمثال
تمثال کے
کے آگے
پر افشاں
افشاں جو
جو ہر
ہر آئینے
آئینے میں
میں مثلِ
مثلِ ذرّہ
ذرّہ روزن
روزن میں
نہ جانوں
جانوں نیک
نیک ہوں
ہوں یا
یا بد
بد ہوں
ہوں پر
پر صحبت
صحبت مخالف
مخالف ہے
جو گل
گل ہوں
ہوں تو
تو ہوں
ہوں گلخن
گلخن میں
میں جو
جو خس
خس ہوں
ہوں تو
تو ہوں
ہوں گلشن
گلشن میں
ہزاروں دل
دل دیے
دیے جوشِ
جوشِ جنونِ
جنونِ عشق
عشق نے
نے مجھ
مجھ کو
سیہ ہو
ہو کر
کر سویدا
سویدا ہو
ہو گیا
گیا ہر
ہر قطرہ
قطرہ خوں
خوں تن
تن میں
اسد زندانیِ
زندانیِ تاثیرِ
تاثیرِ الفت
الفت ہائے
ہائے خوباں
خوباں ہوں
خمِ دستِ
دستِ نوازش
نوازش ہو
ہو گیا
گیا ہے
ہے طوق
طوق گردن
گردن میں
پیدا کریں
کریں دماغ
دماغ تماشائے
تماشائے سَرو
سَرو گل
حسرت کشوں
کشوں کو
کو ساغر
ساغر مینا
مینا نہ
نہ چاہیے
دیوانگاں ہیں
ہیں حاملِ
حاملِ رازِ
رازِ نہانِ
نہانِ عشق
اے بے
بے تمیز
تمیز گنج
گنج کو
کو ویرانہ
ویرانہ چاہیے
ساقی بہارِ
بہارِ موسمِ
موسمِ گل
گل ہے
ہے سرور
سرور بخش
پیماں سے
سے ہم
ہم گزر
گزر گئے
گئے پیمانہ
پیمانہ چاہیے
دل سراپا
سراپا وقفِ
وقفِ سودائے
سودائے نگاہِ
نگاہِ تیز
تیز ہے
یہ زمیں
زمیں مثلِ
مثلِ نیستاں
نیستاں سخت
سخت ناوک
ناوک خیز
خیز ہے
ہو سکے
سکے کیا
کیا خاک
خاک دست
دست بازوئے
بازوئے فرہاد
فرہاد سے
بے ستوں
ستوں خوابِ
خوابِ گرانِ
گرانِ خسروِ
خسروِ پرویز
پرویز ہے
ہے بہارِ
بہارِ تیز
تیز رو
رو گلگونِ
گلگونِ نکہت
نکہت پر
پر سوار
یک شکستِ
شکستِ رنگِ
رنگِ گل
گل صد
صد جنبشِ
جنبشِ مہمیز
مہمیز ہے
حسد سے
سے دل
دل اگر
اگر افسردہ
افسردہ ہے
ہے گرمِ
گرمِ تماشا
تماشا ہو
کہ چشمِ
چشمِ تنگ
تنگ شاید
شاید کثرتِ
کثرتِ نظاّرہ
نظاّرہ سے
سے وا
وا ہو
بقدرِ حسرتِ
حسرتِ دل
دل چاہیے
چاہیے ذوقِ
ذوقِ معاصی
معاصی بھی
بھروں یک
یک گوشہ
گوشہ دامن
دامن گر
گر آبِ
آبِ ہفت
ہفت دریا
دریا ہو
اگر وہ
وہ سرو
سرو قد
قد گرمِ
گرمِ خرامِ
خرامِ ناز
ناز جاوے
کفِ ہر
ہر خاکِ
خاکِ گلشن
گلشن شکلِ
شکلِ قمری
قمری نالہ
نالہ فرسا
فرسا ہو
کیا ہے
ہے ترکِ
ترکِ دنیا
دنیا کاہلی
کاہلی سے
ہمیں حاصل
حاصل نہیں
نہیں بے
بے حاصلی
حاصلی سے
خراج دِیہ
دِیہ ویراں
ویراں یک
یک کفِ
کفِ خاک
بیاباں خوش
خوش ہوں
ہوں تیری
تیری عاملی
عاملی سے
خدا یعنی
یعنی پدر
پدر سے
سے مہرباں
مہرباں تر
پھرے ہم
ہم در
در بدر
بدر نا
نا قابلی
قابلی سے
  وارستہ
وارستہ اس
اس سے
سے ہیں
ہیں کہ
کہ محبت
محبت ہی
ہی کیوں
کیوں نہ
نہ ہو
کیجئے ہمارے
ہمارے ساتھ
ساتھ عداوت
عداوت ہی
ہی کیوں
کیوں نہ
نہ ہو
چھوڑا نہ
نہ مجھ
مجھ میں
میں ضعف
ضعف نے
نے رنگ
رنگ اختلاط
اختلاط کا
